"Crop Year","RM","Winter Wheat - bu/ac","Canola - bu/ac","Spring Wheat - bu/ac","Mustard - lbs/ac","Durum - bu/ac","Sunflowers - lbs/ac","Oats - bu/ac","Lentils - lbs/ac","Peas - bu/ac","Barley - bu/ac","Fall Rye - bu/ac","Canary Seed","Spring Rye - bu/ac","Tame Hay - tons/ac","Flax - bu/ac","Chick Peas - lbs/ac"
"2010","36","40","28.9","28.8","656","39.2","732","49.9","1284","45.5","30.7","18.6","","","","13.9","1199"
"2010","37","47.5","25.4","22.1","711","25.2","659","36.2","974","23.3","32.8","","","","","14.5",""
"2010","38","55.6","26.8","25.3","1015","30.7","","42.5","937","26.2","48","40","","","","17.4","1135"
"2010","39","38","32.1","29.5","855","30.9","","60.5","1443","26.7","45","","","","","19.3","1240"
"2010","40","","25.6","25.8","682","24","1200","11.7","1208","18.3","52.5","19.3","","","","20.8","1056"
"2010","42","30.8","24.1","27.7","832","29","","41.3","1115","25.8","40.3","","","","","17.1","1423"
"2010","43","16.8","19.9","26.3","682","24.5","","40.4","1192","24.5","37.6","25","","","","20","827"
"2010","44","","19","30.8","716","29.1","","68.9","1117","26.6","38.6","16.8","","","","12.7","1274"
"2010","45","","14.3","36.7","827","31.5","","48.5","1395","27.3","45.8","35.2","","","","17.1","1826"
"2010","46","","","33.3","1411","32.5","","55.4","1364","27.5","43.7","21.1","500","","","",""
"2010","49","31.9","28","34.5","587","36.4","","74","1520","25.9","40.6","","","","","28","793"
"2010","51","36","22.4","33.6","484","33.5","","49.7","1116","29.1","34.9","24.8","872","","","","1856"
"2010","61","56.4","29.2","41.1","796","","","79.7","922","25.2","48.8","44.4","1160","","","16.6",""
"2010","63","35","25.8","31.5","","","","46.9","1541","22.5","44.8","32.9","661","","","14.3",""
"2010","64","40","34.3","41.3","","35.2","1980","61.4","1479","29.3","49.8","25","1409","","","21.7",""
"2010","65","45.5","37.7","35.3","717","37.1","","41.2","1063","33.8","47.9","","1003","","","26.3",""
"2010","66","53.8","28.9","28.4","174","29.8","","47.1","912","22.5","35.4","50","763","","","17.1",""
"2010","67","45","28.5","31.4","796","32.2","540","75.8","1172","25.1","51","40","1326","","","17.4",""
"2010","68","","28.7","26.1","549","27.6","","12.3","1047","17.4","38.8","","1700","","","16.9","1231"
"2010","69","","30","26.5","746","31.1","","69.4","1086","22.0","25.4","","1223","","","18.7","617"
"2010","70","23","33.3","27.4","951","35.3","568","39.9","1371","32.1","41.8","","1240","29.5","","23.3","1022"
"2010","71","57.5","31.3","32.4","468","32.5","","55.3","1315","29.5","57.8","","","","","17.9","1419"
"2010","72","48","27.9","32.8","562","31","","40.8","1561","24.5","65","","750","","","20.9","1712"
"2010","73","38.7","35.2","33.8","901","34.3","","100.9","1429","30.0","55.1","","","","","22.8","2006"
"2010","74","37.7","25.9","36.9","1082","33.5","","62.4","1781","30.3","42.9","","832","","","25.7","1649"
"2010","75","46.7","32.5","33.3","742","34","","63.4","1526","32.5","51.7","39","1200","","","20.4","2148"
"2010","76","38.9","","37.3","1256","34.5","","58.5","1785","33.7","51.8","33.2","913","","","23.5","1450"
"2010","77","30.9","29","27.4","719","34.3","","45.6","1341","34.4","36.9","11.9","","","","","740"
"2010","78","50.4","","36.1","778","39.1","","76.6","1611","30.8","46.2","","675","","","","1672"
"2010","79","46.9","22.7","28.7","1030","39.4","","55.5","1353","27.5","48.8","","","","","","1921"
"2010","91","61","30","34.1","389","","","64.3","","26.9","54.1","","","","","19.8",""
"2010","92","51.6","34.8","40.1","","","","69.6","","23.6","60","","620","","","15.1",""
"2010","93","63.3","28.2","33.6","","","","68.2","","35.0","43.3","","","","","16",""
"2010","94","38","22.4","28.6","","49","","54.7","","21.7","34","45","","","","14.1",""
"2010","95","53.5","31.9","37.9","","38.2","","73.6","1150","28.6","45.6","46.7","1230","","","20",""
"2010","96","48.7","30.6","34.1","792","37.7","","48.6","892","31.3","41.2","42.5","737","","","14",""
"2010","97","","29.2","29","800","38","","56.6","967","17.7","29.1","","839","","","14.8","1194"
"2010","98","","31.6","32.2","","33.2","","32.1","1014","17.7","46","","931","","","16.9",""
"2010","99","","35.7","21.7","972","35.5","","51.8","1105","23.4","37.9","","922","","","18","1389"
"2010","100","34.9","26.8","30.5","505","35","","50.1","1438","29.4","42","","","","","21.5","1476"
"2010","101","37.1","26.2","28.4","554","32","","28.9","1353","24.6","42.6","","","","","13","2098"
"2010","102","","34.3","32.7","1151","36.9","","48","1478","25.2","54.5","","962","","","23.9","2148"
"2010","103","46.6","32.3","34.4","457","36.4","","53.3","1472","29.2","41.8","","558","","","28.1","2162"
"2010","104","63.2","50.8","32.7","1057","33.5","","40.3","1628","36.5","41.1","","","","","27.3","1669"
"2010","105","44.3","31.5","38.7","968","33.5","","40.2","1463","35.9","49.7","","1017","","","20.8","869"
"2010","106","32.9","34","32.4","1258","32.6","","65.4","1411","19.0","49.8","53.3","1055","","","23.6","456"
"2010","107","30.6","35.6","29.5","895","40.8","","80.8","1675","23.5","46.4","","","","","21.5","985"
"2010","108","48.7","26.3","32.8","871","33.5","","86","1425","25.3","45.3","","","","","12.4",""
"2010","109","","21.1","25.9","677","29.1","","67.7","1089","17.0","39.2","42.8","","","","",""
"2010","110","35","19.4","29.3","","27.4","","50.3","1179","24.3","39.9","31","","","","",""
"2010","111","52","33.3","45.7","994","35.2","","32.2","1900","49.4","41.3","37.5","","","","",""
"2010","121","","29.5","39.6","","","","57.1","790","27.0","47.2","","588","","","18.8",""
"2010","122","55.5","31","40.8","1000","","","","","35.0","53.2","35.5","1000","","","13.3",""
"2010","123","56.2","26","29.7","","","","56.3","1682","26.3","44.9","20","1300","","","16",""
"2010","124","40.3","28.5","26","900","30","","63.3","792","19.7","36.4","33.5","1050","","","15.6",""
"2010","125","62.9","31.1","32","","39.2","","61.8","488","29.4","47.2","","1297","","","16.6",""
"2010","126","","31.4","36.5","","38.7","","76.5","859","21.8","45.8","","836","","","17.5",""
"2010","127","25","30.4","35.1","785","38.1","","74.6","1116","30.2","50.4","34","823","","","19.4",""
"2010","128","63.5","34.9","38.6","","42","","109.4","1175","21.4","59.7","","802","","","17.7",""
"2010","129","60","30.2","32","591","38.3","","","1170","30.8","27.6","","1263","","","16.3",""
"2010","130","41.7","34.9","39.6","","39.8","","83.7","1518","32.3","46.5","","1111","","","18.5","1403"
"2010","131","52.3","30.2","39.3","748","35.2","","70.3","1391","28.9","45.2","74.9","932","","","19.4","616"
"2010","132","","","30.8","","31.6","","50.6","980","","35.5","","","","","27.7","901"
"2010","133","","28.2","30.7","581","30.4","","63.4","1327","33.7","52.8","","","","","","1233"
"2010","134","51","30.5","31.2","1038","35.3","","45","1650","29.1","42.3","25","676","","","20.4","1345"
"2010","135","","30.4","37.3","1086","35.3","","50","1572","27.7","44.8","","428","","","25.1","696"
"2010","136","","30.4","33.4","1051","33.6","","58.4","1674","26.4","47.8","","","","","21.1","386"
"2010","137","","36.4","38.8","1067","38.9","","55","1614","29.0","50.7","","","","","33","293"
"2010","138","","27.9","32.9","1009","33.7","","46.9","1348","27.5","52.2","28.3","","","","15","665"
"2010","139","27.9","26.3","26.6","693","35","","68.7","1192","26.6","49.3","37.7","273","","","","877"
"2010","141","32.7","50","28.8","724","31.1","","59.1","1600","21.8","28.9","31.9","","","","",""
"2010","142","40.2","30","32.1","880","31.5","","102","863","37.4","45.2","33.3","873","","","22","977"
"2010","151","41.5","22.9","30.2","","30","","54.1","","16.0","38.9","27.5","370","","","16.4",""
"2010","152","","26.1","32.8","","","","66.6","","17.4","38","","","","","11.5",""
"2010","153","53","23.7","25.3","808","","","50.1","","25.1","42.9","34.6","","","","14.5",""
"2010","154","57.8","30.3","34.2","1500","24","","62.6","1330","25.8","44.9","32","1200","","","19.4",""
"2010","155","59.8","26.3","27.8","1200","33.9","","68.2","636","18.5","37.7","60","976","","","22.1",""
"2010","156","48","29.5","38.6","1000","30.6","","60.4","1284","29.4","39","40","1284","","","18.4","1200"
"2010","157","","26.5","28.4","480","27.5","","54.6","893","24.0","39.7","","357","","","15.7",""
"2010","158","","33.5","35.4","826","33.3","","52.4","1183","31.8","42.5","20","644","","","14.2",""
"2010","159","","36","37.2","","38","","38.7","1230","28.5","46.9","9","824","","","22.9",""
"2010","160","","42.3","41.3","","38.6","","70","1615","42.3","65","19.9","1500","","","23.5",""
"2010","161","","38.2","41.1","695","41.3","","","1630","30.3","51.2","","1015","","","18.7","932"
"2010","162","","35.9","39","833","41.9","","","1745","34.7","55.8","","","","","24.3","2363"
"2010","163","","23.7","32.7","","44.6","","40.5","1481","28.8","48.8","30.6","858","","","21.5","1265"
"2010","164","29.4","22.7","27.2","","33.4","","34.8","1281","22.9","35","","","","","18.4","863"
"2010","165","","28.3","36","426","32","","35.8","1343","26.4","25.9","","","","","16.2","1120"
"2010","166","50","25.4","34.9","830","35.2","","59.4","1336","24.2","58.7","","","","","26.5","1082"
"2010","167","20","29.3","31.3","889","35.8","","72.6","1349","29.7","55","18.4","","","","24.6","1227"
"2010","168","30.7","32.3","34.2","1064","34.9","","65.9","1466","26.4","51.8","21.4","994","","","25.6","951"
"2010","169","40","33.8","38.7","1034","35.2","","62.1","1910","36.1","33","34.8","875","","","23","1223"
"2010","171","43.8","30","32.2","688","30.3","","50.9","1790","40.8","49.5","34.3","","","","",""
"2010","181","","28.3","35.2","","","","77.6","1200","41.9","45.5","","","","","20.3",""
"2010","183","43.2","29.6","37.7","745","","","62.7","","31.7","48.4","","411","","","19.1",""
"2010","184","40.9","27.8","37.4","1088","25.9","","61.9","1621","29.5","41.5","","","","","18.5",""
"2010","185","47.2","28","34.1","763","38.7","","57.1","924","28.3","43.8","","590","","","13.4",""
"2010","186","61.8","29.3","42.6","1000","45.4","","84.4","1309","31.8","59.5","","1556","","","23.6",""
"2010","187","","30.8","33.8","780","36","","51.5","1175","27.5","55.9","20.9","800","","","14.7",""
"2010","189","48.9","38.9","36.8","1051","32.9","","48.4","1404","32.7","43.6","","760","","","24.1",""
"2010","190","62.1","31.9","31.4","1114","29.4","","56.3","1465","34.7","43.2","","401","","","22.6","642"
"2010","191","","41","34.6","804","47.4","","","1563","38.2","39.9","","1002","","","19.1","1273"
"2010","193","39.8","28.2","33.6","682","27.6","","59.8","1207","26.6","38.2","","754","","","16.9","1092"
"2010","194","39.5","23.5","32.8","759","32.1","","54.3","1252","27.9","48.3","","1000","","","19.8","1490"
"2010","211","35","28","34.2","900","","","57.9","1080","27.5","47.1","42.5","","","","15",""
"2010","213","45.5","29.6","35.4","689","","","71.3","","30.7","47.7","","625","","","20.1",""
"2010","214","50","26.1","37.2","","","","55.1","781","34.9","47.6","","750","","","17.5",""
"2010","215","","24.1","27","","","","45.6","450","18.1","37.1","36.1","","","","16.8",""
"2010","216","","23.3","26.1","344","39.3","","49.2","","20.4","38.3","","","","","13.7",""
"2010","217","51.1","30.1","35.4","723","46.8","","67.3","862","22.1","41","","613","","","17.6",""
"2010","218","48.8","28.6","31.6","625","33","","54.9","846","22.2","37.6","","","","","11.3",""
"2010","219","43.1","27.3","31.1","810","35","","47.5","1025","28.7","44.8","25.6","511","","","17.1",""
"2010","220","54.4","33.3","33.3","916","53.7","","62.8","1126","31.1","45.1","","","","","22.5",""
"2010","221","40.7","29.7","30.9","852","34.7","845","85.3","1051","33.1","35.9","50.4","","","","17.7","282"
"2010","222","49.4","32.8","41.5","872","41.5","","51","1262","31.5","55.8","","","","","21.5",""
"2010","223","49.4","28.6","39.6","785","35.9","","81.2","1408","24.4","39.7","","","","","26.7","718"
"2010","224","","31.4","36.8","516","36.3","","55.4","1164","27.0","36","","538","","","27.1","605"
"2010","225","","26.4","36.4","493","30.6","","","1148","25.7","47.3","","171","","","19.5","582"
"2010","226","44.6","38.4","32.5","942","34.5","","80.8","1499","30.1","56.4","25","1113","","","18.2","1154"
"2010","228","","43.9","34.1","562","38.4","","42.1","1578","39.1","44.1","","835","","","29",""
"2010","229","","37.2","40","1438","35.8","","67.1","1780","32.6","50.6","54.9","1338","","","23.5","1629"
"2010","230","","40.1","44.2","1624","34.9","","41.4","1555","30.7","52.9","36.1","1013","","","21.5","1524"
"2010","231","54.1","35.5","30.8","937","34.9","","65","1677","31.2","72.9","44.8","1127","","","","200"
"2010","232","56.9","38.8","33.6","690","29.1","","65","1673","38.2","49.4","44","951","","","","333"
"2010","241","35","21","27.3","750","30","","59.2","900","17.2","32.5","25","1000","","","20.9","900"
"2010","243","35.6","25.1","32.9","","","","62.2","","29.1","45.7","","","","","18.2",""
"2010","244","28","24.3","30.8","","","","57.1","","17.3","48","","","","","17.4",""
"2010","245","50","21.3","26.3","646","","1200","49.6","654","21.3","37.7","","","","","12.9",""
"2010","246","21.7","21.7","30.4","423","","","40.9","1170","22.3","34.5","","582","","","13.9",""
"2010","247","43.3","30.1","27.4","450","39.4","","65.9","884","16.6","39.9","","455","","","17.6",""
"2010","248","41.3","29.5","28.6","","32","","62.7","873","24.9","40.3","","149","","","16.1",""
"2010","250","46.9","31.4","33.1","","35","","54.1","882","27.8","40.3","","","","","17.4",""
"2010","251","41","25.5","29.8","724","34.5","","60","896","24.9","41.8","20","679","","","18.6","522"
"2010","252","51.2","27.1","38.7","781","35.6","","46.7","1169","26.2","59.2","","1035","","","18.4","462"
"2010","253","","34","41.2","987","39.6","","31.3","1413","33.7","50.5","","1000","","","24.4",""
"2010","254","","28.6","33.8","944","34.5","","80.9","1156","31.7","30.1","10.4","","","","18",""
"2010","255","","32.5","28.8","1013","34.2","","","1383","32.6","37.7","","719","","","21.7","1815"
"2010","256","","25.9","31.2","1366","31.9","","65","1138","31.9","41.1","","","","","",""
"2010","257","48.9","38","36.8","750","39","","","1403","33.4","43.8","","711","","","15.1","1132"
"2010","259","","42.3","39","1305","46.6","","","1315","33.6","43.6","","881","","","24.8","1228"
"2010","260","","39.1","41.3","1170","40.9","","90","1519","38.5","58.9","","817","","","27","710"
"2010","261","","41.3","35.8","1200","40","","","1478","33.5","41.6","","1135","","","33.7","801"
"2010","271","","32.6","42.8","","","","81.8","","34.3","51.9","","1374","","","",""
"2010","273","45.1","27.3","34.4","703","","","61.7","","26.6","34.1","","490","","","13.8",""
"2010","274","","20.1","26.9","","","","53.1","","27.2","23.7","33.2","259","","","",""
"2010","275","","24.1","27.7","","","","53.5","","11.5","35.2","19","364","","","8.8",""
"2010","276","18.1","18.1","20.2","158","27.2","","43.7","321","11.7","19.2","","","","","18.8",""
"2010","277","31.9","17.1","19","","29.2","","39.8","","13.9","23.1","37.6","","","","12.3",""
"2010","279","44.8","30.8","30.7","538","49.6","","72.9","727","28.0","40.3","","617","","","14.3",""
"2010","280","53","29.3","36","","35.8","","76.5","972","25.8","49.9","","","","","19.8",""
"2010","281","57.9","27.8","34","","36.3","","56.8","1016","36.2","45.9","","470","","","16",""
"2010","282","26.5","24.6","28.2","198","24.9","","58.1","1171","21.8","37.2","20","","","","21.3",""
"2010","283","20","26.8","27.8","838","21.5","","66.6","1250","27.9","36","18","937","","","22.5",""
"2010","284","35","29.3","31.5","940","32.3","800","69.2","1071","29.6","53.6","27","900","","","23.7",""
"2010","285","37","33.8","29.9","963","29.6","","63.5","1177","29.6","45.5","35","1000","","","19.7",""
"2010","286","48.4","31.8","36.7","1125","33.7","","36.1","1165","28.7","39","","481","","","18.2",""
"2010","287","","41.8","38.2","1053","38.3","","70.4","997","28.9","39.2","","530","","","20",""
"2010","288","50","36.6","35.1","934","37.1","","82.7","951","32.6","50.8","","","","","",""
"2010","290","36","34.9","35.5","1015","35.6","","61.6","1370","35.9","51.4","","590","","","15","706"
"2010","292","","29.8","38.3","664","31.5","","40","1235","32.1","49","","1520","","","",""
"2010","301","45","30","35.8","337","","","79.6","","18.0","","25.7","","","","8.4",""
"2010","303","24.4","34.9","48.1","","","","80","","30.5","62.3","20.4","750","","","14",""
"2010","304","","14","24.4","","","","47","","18.8","22.6","","566","","","11.6",""
"2010","305","39.8","11.6","16.6","","","","","","","15.9","","","","","",""
"2010","307","27.7","15.3","21.8","674","","","30","239","10.6","9.7","20","","","","10.1",""
"2010","308","49.1","24.3","28","750","20","","66","445","21.0","36.8","32.9","","","","15.9",""
"2010","309","33.5","23.8","29.8","","","","53.8","207","22.6","37.4","20","339","","","9.5",""
